,title,artist,id,duration,popularity,features,timestamp,created_at
12,'Somebody To You','The Vamps',6VrLYoQKdhu1Jruei06t65,185097,76,"{""danceability"": 0.526, ""energy"": 0.818, ""key"": 3, ""loudness"": -5.952, ""mode"": 1, ""speechiness"": 0.0358, ""acousticness"": 0.0587, ""instrumentalness"": 0, ""liveness"": 0.333, ""valence"": 0.896, ""tempo"": 171.96, ""type"": ""audio_features"", ""id"": ""6VrLYoQKdhu1Jruei06t65"", ""uri"": ""spotify:track:6VrLYoQKdhu1Jruei06t65"", ""track_href"": ""https://api.spotify.com/v1/tracks/6VrLYoQKdhu1Jruei06t65"", ""analysis_url"": ""https://api.spotify.com/v1/audio-analysis/6VrLYoQKdhu1Jruei06t65"", ""duration_ms"": 185098, ""time_signature"": 4}",1663482336.393,1663586657.63942
11,'Somebody To You','The Vamps',6VrLYoQKdhu1Jruei06t65,185097,76,"{""danceability"": 0.526, ""energy"": 0.818, ""key"": 3, ""loudness"": -5.952, ""mode"": 1, ""speechiness"": 0.0358, ""acousticness"": 0.0587, ""instrumentalness"": 0, ""liveness"": 0.333, ""valence"": 0.896, ""tempo"": 171.96, ""type"": ""audio_features"", ""id"": ""6VrLYoQKdhu1Jruei06t65"", ""uri"": ""spotify:track:6VrLYoQKdhu1Jruei06t65"", ""track_href"": ""https://api.spotify.com/v1/tracks/6VrLYoQKdhu1Jruei06t65"", ""analysis_url"": ""https://api.spotify.com/v1/audio-analysis/6VrLYoQKdhu1Jruei06t65"", ""duration_ms"": 185098, ""time_signature"": 4}",1663482428.417,1663586657.308364
10,'Somebody To You','The Vamps',6VrLYoQKdhu1Jruei06t65,185097,76,"{""danceability"": 0.526, ""energy"": 0.818, ""key"": 3, ""loudness"": -5.952, ""mode"": 1, ""speechiness"": 0.0358, ""acousticness"": 0.0587, ""instrumentalness"": 0, ""liveness"": 0.333, ""valence"": 0.896, ""tempo"": 171.96, ""type"": ""audio_features"", ""id"": ""6VrLYoQKdhu1Jruei06t65"", ""uri"": ""spotify:track:6VrLYoQKdhu1Jruei06t65"", ""track_href"": ""https://api.spotify.com/v1/tracks/6VrLYoQKdhu1Jruei06t65"", ""analysis_url"": ""https://api.spotify.com/v1/audio-analysis/6VrLYoQKdhu1Jruei06t65"", ""duration_ms"": 185098, ""time_signature"": 4}",1663559267.805,1663586656.984802
9,'Set Fire to the Rain','Adele',3di5hcvxxciiqwMH1jarhY,242973,78,"{""danceability"": 0.603, ""energy"": 0.67, ""key"": 2, ""loudness"": -3.882, ""mode"": 0, ""speechiness"": 0.0249, ""acousticness"": 0.00408, ""instrumentalness"": 1.68e-06, ""liveness"": 0.112, ""valence"": 0.446, ""tempo"": 107.993, ""type"": ""audio_features"", ""id"": ""3di5hcvxxciiqwMH1jarhY"", ""uri"": ""spotify:track:3di5hcvxxciiqwMH1jarhY"", ""track_href"": ""https://api.spotify.com/v1/tracks/3di5hcvxxciiqwMH1jarhY"", ""analysis_url"": ""https://api.spotify.com/v1/audio-analysis/3di5hcvxxciiqwMH1jarhY"", ""duration_ms"": 242974, ""time_signature"": 4}",1663559511.194,1663586656.63838
8,'Memories','Maroon 5',4cktbXiXOapiLBMprHFErI,189486,85,"{""danceability"": 0.775, ""energy"": 0.327, ""key"": 11, ""loudness"": -7.241, ""mode"": 1, ""speechiness"": 0.0557, ""acousticness"": 0.841, ""instrumentalness"": 0, ""liveness"": 0.0821, ""valence"": 0.595, ""tempo"": 91.05, ""type"": ""audio_features"", ""id"": ""4cktbXiXOapiLBMprHFErI"", ""uri"": ""spotify:track:4cktbXiXOapiLBMprHFErI"", ""track_href"": ""https://api.spotify.com/v1/tracks/4cktbXiXOapiLBMprHFErI"", ""analysis_url"": ""https://api.spotify.com/v1/audio-analysis/4cktbXiXOapiLBMprHFErI"", ""duration_ms"": 189486, ""time_signature"": 4}",1663559701.236,1663586656.308666
7,'Summer of Love (Shawn Mendes & Tainy)','Shawn Mendes',0z8hI3OPS8ADPWtoCjjLl6,184104,81,"{""danceability"": 0.776, ""energy"": 0.808, ""key"": 11, ""loudness"": -4.501, ""mode"": 1, ""speechiness"": 0.117, ""acousticness"": 0.0297, ""instrumentalness"": 0.000127, ""liveness"": 0.103, ""valence"": 0.494, ""tempo"": 123.988, ""type"": ""audio_features"", ""id"": ""0z8hI3OPS8ADPWtoCjjLl6"", ""uri"": ""spotify:track:0z8hI3OPS8ADPWtoCjjLl6"", ""track_href"": ""https://api.spotify.com/v1/tracks/0z8hI3OPS8ADPWtoCjjLl6"", ""analysis_url"": ""https://api.spotify.com/v1/audio-analysis/0z8hI3OPS8ADPWtoCjjLl6"", ""duration_ms"": 184104, ""time_signature"": 4}",1663559885.815,1663586655.979652
6,'Something Just Like This','The Chainsmokers',6RUKPb4LETWmmr3iAEQktW,247160,85,"{""danceability"": 0.617, ""energy"": 0.635, ""key"": 11, ""loudness"": -6.769, ""mode"": 0, ""speechiness"": 0.0317, ""acousticness"": 0.0498, ""instrumentalness"": 1.44e-05, ""liveness"": 0.164, ""valence"": 0.446, ""tempo"": 103.019, ""type"": ""audio_features"", ""id"": ""6RUKPb4LETWmmr3iAEQktW"", ""uri"": ""spotify:track:6RUKPb4LETWmmr3iAEQktW"", ""track_href"": ""https://api.spotify.com/v1/tracks/6RUKPb4LETWmmr3iAEQktW"", ""analysis_url"": ""https://api.spotify.com/v1/audio-analysis/6RUKPb4LETWmmr3iAEQktW"", ""duration_ms"": 247160, ""time_signature"": 4}",1663560133.472,1663586655.637693
5,'Light Switch','Charlie Puth',3AVXwaOGCEL8cmBecfcsFJ,187703,79,"{""danceability"": 0.69, ""energy"": 0.626, ""key"": 6, ""loudness"": -5.693, ""mode"": 1, ""speechiness"": 0.306, ""acousticness"": 0.105, ""instrumentalness"": 0.000335, ""liveness"": 0.0881, ""valence"": 0.912, ""tempo"": 184.009, ""type"": ""audio_features"", ""id"": ""3AVXwaOGCEL8cmBecfcsFJ"", ""uri"": ""spotify:track:3AVXwaOGCEL8cmBecfcsFJ"", ""track_href"": ""https://api.spotify.com/v1/tracks/3AVXwaOGCEL8cmBecfcsFJ"", ""analysis_url"": ""https://api.spotify.com/v1/audio-analysis/3AVXwaOGCEL8cmBecfcsFJ"", ""duration_ms"": 185681, ""time_signature"": 4}",1663560321.67,1663586655.313732
4,'Galway Girl','Ed Sheeran',0afhq8XCExXpqazXczTSve,170826,78,"{""danceability"": 0.624, ""energy"": 0.876, ""key"": 9, ""loudness"": -3.374, ""mode"": 1, ""speechiness"": 0.1, ""acousticness"": 0.0735, ""instrumentalness"": 0, ""liveness"": 0.327, ""valence"": 0.781, ""tempo"": 99.943, ""type"": ""audio_features"", ""id"": ""0afhq8XCExXpqazXczTSve"", ""uri"": ""spotify:track:0afhq8XCExXpqazXczTSve"", ""track_href"": ""https://api.spotify.com/v1/tracks/0afhq8XCExXpqazXczTSve"", ""analysis_url"": ""https://api.spotify.com/v1/audio-analysis/0afhq8XCExXpqazXczTSve"", ""duration_ms"": 170827, ""time_signature"": 4}",1663560492.97,1663586654.986735
3,'Got Me Good','DNCE',09S6z2BOILlj41DMEDogwK,165805,66,"{""danceability"": 0.637, ""energy"": 0.644, ""key"": 1, ""loudness"": -5.511, ""mode"": 0, ""speechiness"": 0.152, ""acousticness"": 0.011, ""instrumentalness"": 0, ""liveness"": 0.098, ""valence"": 0.757, ""tempo"": 177.876, ""type"": ""audio_features"", ""id"": ""09S6z2BOILlj41DMEDogwK"", ""uri"": ""spotify:track:09S6z2BOILlj41DMEDogwK"", ""track_href"": ""https://api.spotify.com/v1/tracks/09S6z2BOILlj41DMEDogwK"", ""analysis_url"": ""https://api.spotify.com/v1/audio-analysis/09S6z2BOILlj41DMEDogwK"", ""duration_ms"": 165806, ""time_signature"": 4}",1663560659.193,1663586654.656168
2,'Wonder','Shawn Mendes',6ZuahEctZD6w75peme58hm,172692,71,"{""danceability"": 0.442, ""energy"": 0.631, ""key"": 1, ""loudness"": -5.096, ""mode"": 0, ""speechiness"": 0.05, ""acousticness"": 0.136, ""instrumentalness"": 2.29e-05, ""liveness"": 0.133, ""valence"": 0.129, ""tempo"": 139.774, ""type"": ""audio_features"", ""id"": ""6ZuahEctZD6w75peme58hm"", ""uri"": ""spotify:track:6ZuahEctZD6w75peme58hm"", ""track_href"": ""https://api.spotify.com/v1/tracks/6ZuahEctZD6w75peme58hm"", ""analysis_url"": ""https://api.spotify.com/v1/audio-analysis/6ZuahEctZD6w75peme58hm"", ""duration_ms"": 172693, ""time_signature"": 4}",1663560843.434,1663586654.313741
1,'Left and Right (Feat. Jung Kook of BTS)','Charlie Puth',0mBP9X2gPCuapvpZ7TGDk3,154486,93,"{""danceability"": 0.881, ""energy"": 0.592, ""key"": 2, ""loudness"": -4.898, ""mode"": 1, ""speechiness"": 0.0324, ""acousticness"": 0.619, ""instrumentalness"": 1.32e-05, ""liveness"": 0.0901, ""valence"": 0.719, ""tempo"": 101.058, ""type"": ""audio_features"", ""id"": ""0mBP9X2gPCuapvpZ7TGDk3"", ""uri"": ""spotify:track:0mBP9X2gPCuapvpZ7TGDk3"", ""track_href"": ""https://api.spotify.com/v1/tracks/0mBP9X2gPCuapvpZ7TGDk3"", ""analysis_url"": ""https://api.spotify.com/v1/audio-analysis/0mBP9X2gPCuapvpZ7TGDk3"", ""duration_ms"": 154487, ""time_signature"": 4}",1663560998.417,1663586653.974716
0,'Paris','The Chainsmokers',72jbDTw1piOOj770jWNeaG,221506,73,"{""danceability"": 0.653, ""energy"": 0.658, ""key"": 2, ""loudness"": -6.428, ""mode"": 1, ""speechiness"": 0.0304, ""acousticness"": 0.0215, ""instrumentalness"": 1.66e-06, ""liveness"": 0.0939, ""valence"": 0.219, ""tempo"": 99.99, ""type"": ""audio_features"", ""id"": ""72jbDTw1piOOj770jWNeaG"", ""uri"": ""spotify:track:72jbDTw1piOOj770jWNeaG"", ""track_href"": ""https://api.spotify.com/v1/tracks/72jbDTw1piOOj770jWNeaG"", ""analysis_url"": ""https://api.spotify.com/v1/audio-analysis/72jbDTw1piOOj770jWNeaG"", ""duration_ms"": 221507, ""time_signature"": 4}",1663561220.422,1663586653.646714
0,'Last Friday Night (T.G.I.F.)','Katy Perry',3oHNJECGN3bBoGXejlw2b1,230733,72,"{""danceability"": 0.652, ""energy"": 0.812, ""key"": 3, ""loudness"": -3.797, ""mode"": 0, ""speechiness"": 0.0409, ""acousticness"": 0.00125, ""instrumentalness"": 3.01e-05, ""liveness"": 0.667, ""valence"": 0.72, ""tempo"": 126.023, ""type"": ""audio_features"", ""id"": ""3oHNJECGN3bBoGXejlw2b1"", ""uri"": ""spotify:track:3oHNJECGN3bBoGXejlw2b1"", ""track_href"": ""https://api.spotify.com/v1/tracks/3oHNJECGN3bBoGXejlw2b1"", ""analysis_url"": ""https://api.spotify.com/v1/audio-analysis/3oHNJECGN3bBoGXejlw2b1"", ""duration_ms"": 230733, ""time_signature"": 4}",1663561452.421,1663586695.698327
2,'Story of My Life','One Direction',4nVBt6MZDDP6tRVdQTgxJg,245493,82,"{""danceability"": 0.6, ""energy"": 0.663, ""key"": 3, ""loudness"": -5.802, ""mode"": 1, ""speechiness"": 0.0477, ""acousticness"": 0.225, ""instrumentalness"": 0, ""liveness"": 0.119, ""valence"": 0.286, ""tempo"": 121.07, ""type"": ""audio_features"", ""id"": ""4nVBt6MZDDP6tRVdQTgxJg"", ""uri"": ""spotify:track:4nVBt6MZDDP6tRVdQTgxJg"", ""track_href"": ""https://api.spotify.com/v1/tracks/4nVBt6MZDDP6tRVdQTgxJg"", ""analysis_url"": ""https://api.spotify.com/v1/audio-analysis/4nVBt6MZDDP6tRVdQTgxJg"", ""duration_ms"": 245493, ""time_signature"": 4}",1663561698.365,1663587483.239907
1,'Rockabye (feat. Sean Paul & Anne-Marie)','Clean Bandit',2hrUO4drrO63i7FYbCLBl2,251173,71,"{""danceability"": 0.717, ""energy"": 0.73, ""key"": 9, ""loudness"": -4.729, ""mode"": 0, ""speechiness"": 0.0568, ""acousticness"": 0.383, ""instrumentalness"": 0, ""liveness"": 0.398, ""valence"": 0.792, ""tempo"": 102.002, ""type"": ""audio_features"", ""id"": ""2hrUO4drrO63i7FYbCLBl2"", ""uri"": ""spotify:track:2hrUO4drrO63i7FYbCLBl2"", ""track_href"": ""https://api.spotify.com/v1/tracks/2hrUO4drrO63i7FYbCLBl2"", ""analysis_url"": ""https://api.spotify.com/v1/audio-analysis/2hrUO4drrO63i7FYbCLBl2"", ""duration_ms"": 251173, ""time_signature"": 4}",1663561950.011,1663587482.894854
0,'I Knew You Were Trouble.','Taylor Swift',6FB3v4YcR57y4tXFcdxI1E,219720,78,"{""danceability"": 0.622, ""energy"": 0.469, ""key"": 3, ""loudness"": -6.798, ""mode"": 0, ""speechiness"": 0.0363, ""acousticness"": 0.00454, ""instrumentalness"": 2.25e-06, ""liveness"": 0.0335, ""valence"": 0.679, ""tempo"": 77.019, ""type"": ""audio_features"", ""id"": ""6FB3v4YcR57y4tXFcdxI1E"", ""uri"": ""spotify:track:6FB3v4YcR57y4tXFcdxI1E"", ""track_href"": ""https://api.spotify.com/v1/tracks/6FB3v4YcR57y4tXFcdxI1E"", ""analysis_url"": ""https://api.spotify.com/v1/audio-analysis/6FB3v4YcR57y4tXFcdxI1E"", ""duration_ms"": 219720, ""time_signature"": 4}",1663562170.204,1663587482.555653
1,'Treat You Better','Shawn Mendes',3QGsuHI8jO1Rx4JWLUh9jd,187973,83,"{""danceability"": 0.444, ""energy"": 0.819, ""key"": 10, ""loudness"": -4.078, ""mode"": 0, ""speechiness"": 0.341, ""acousticness"": 0.106, ""instrumentalness"": 0, ""liveness"": 0.107, ""valence"": 0.747, ""tempo"": 82.695, ""type"": ""audio_features"", ""id"": ""3QGsuHI8jO1Rx4JWLUh9jd"", ""uri"": ""spotify:track:3QGsuHI8jO1Rx4JWLUh9jd"", ""track_href"": ""https://api.spotify.com/v1/tracks/3QGsuHI8jO1Rx4JWLUh9jd"", ""analysis_url"": ""https://api.spotify.com/v1/audio-analysis/3QGsuHI8jO1Rx4JWLUh9jd"", ""duration_ms"": 187973, ""time_signature"": 4}",1663562358.579,1663587908.752559
0,'Cheating on You','Charlie Puth',0ClPIeT6MSgfSgQ9ZrJbAq,196606,77,"{""danceability"": 0.749, ""energy"": 0.535, ""key"": 4, ""loudness"": -6.785, ""mode"": 1, ""speechiness"": 0.0336, ""acousticness"": 0.0131, ""instrumentalness"": 3.65e-05, ""liveness"": 0.0982, ""valence"": 0.601, ""tempo"": 123.042, ""type"": ""audio_features"", ""id"": ""0ClPIeT6MSgfSgQ9ZrJbAq"", ""uri"": ""spotify:track:0ClPIeT6MSgfSgQ9ZrJbAq"", ""track_href"": ""https://api.spotify.com/v1/tracks/0ClPIeT6MSgfSgQ9ZrJbAq"", ""analysis_url"": ""https://api.spotify.com/v1/audio-analysis/0ClPIeT6MSgfSgQ9ZrJbAq"", ""duration_ms"": 196607, ""time_signature"": 4}",1663562555.764,1663587908.422969
11,'Lost','Maroon 5',18XlJEroUwFo0tLZxscgXE,172597,75,"{""danceability"": 0.766, ""energy"": 0.706, ""key"": 7, ""loudness"": -6.553, ""mode"": 0, ""speechiness"": 0.16, ""acousticness"": 0.223, ""instrumentalness"": 0.00028, ""liveness"": 0.064, ""valence"": 0.766, ""tempo"": 142.989, ""type"": ""audio_features"", ""id"": ""18XlJEroUwFo0tLZxscgXE"", ""uri"": ""spotify:track:18XlJEroUwFo0tLZxscgXE"", ""track_href"": ""https://api.spotify.com/v1/tracks/18XlJEroUwFo0tLZxscgXE"", ""analysis_url"": ""https://api.spotify.com/v1/audio-analysis/18XlJEroUwFo0tLZxscgXE"", ""duration_ms"": 172598, ""time_signature"": 4}",1663562728.83,1663592759.828725
10,'Symphony (feat. Zara Larsson)','Clean Bandit',72gv4zhNvRVdQA0eOenCal,212733,75,"{""danceability"": 0.715, ""energy"": 0.605, ""key"": 0, ""loudness"": -5.128, ""mode"": 0, ""speechiness"": 0.0428, ""acousticness"": 0.239, ""instrumentalness"": 1.41e-05, ""liveness"": 0.189, ""valence"": 0.454, ""tempo"": 122.956, ""type"": ""audio_features"", ""id"": ""72gv4zhNvRVdQA0eOenCal"", ""uri"": ""spotify:track:72gv4zhNvRVdQA0eOenCal"", ""track_href"": ""https://api.spotify.com/v1/tracks/72gv4zhNvRVdQA0eOenCal"", ""analysis_url"": ""https://api.spotify.com/v1/audio-analysis/72gv4zhNvRVdQA0eOenCal"", ""duration_ms"": 212733, ""time_signature"": 4}",1663563385.064,1663592759.473868
9,'STAY (with Justin Bieber)','The Kid LAROI',5PjdY0CKGZdEuoNab3yDmX,141805,86,"{""danceability"": 0.591, ""energy"": 0.764, ""key"": 1, ""loudness"": -5.484, ""mode"": 1, ""speechiness"": 0.0483, ""acousticness"": 0.0383, ""instrumentalness"": 0, ""liveness"": 0.103, ""valence"": 0.478, ""tempo"": 169.928, ""type"": ""audio_features"", ""id"": ""5PjdY0CKGZdEuoNab3yDmX"", ""uri"": ""spotify:track:5PjdY0CKGZdEuoNab3yDmX"", ""track_href"": ""https://api.spotify.com/v1/tracks/5PjdY0CKGZdEuoNab3yDmX"", ""analysis_url"": ""https://api.spotify.com/v1/audio-analysis/5PjdY0CKGZdEuoNab3yDmX"", ""duration_ms"": 141806, ""time_signature"": 4}",1663563527.365,1663592759.122322
8,'Leave Before You Love Me (with Jonas Brothers)','Marshmello',4qu63nuBpdn0qHUHuObEj1,154983,86,"{""danceability"": 0.721, ""energy"": 0.738, ""key"": 7, ""loudness"": -4.77, ""mode"": 1, ""speechiness"": 0.0403, ""acousticness"": 0.00226, ""instrumentalness"": 4.41e-06, ""liveness"": 0.118, ""valence"": 0.637, ""tempo"": 119.976, ""type"": ""audio_features"", ""id"": ""4qu63nuBpdn0qHUHuObEj1"", ""uri"": ""spotify:track:4qu63nuBpdn0qHUHuObEj1"", ""track_href"": ""https://api.spotify.com/v1/tracks/4qu63nuBpdn0qHUHuObEj1"", ""analysis_url"": ""https://api.spotify.com/v1/audio-analysis/4qu63nuBpdn0qHUHuObEj1"", ""duration_ms"": 154983, ""time_signature"": 4}",1663564347.82,1663592758.782004
7,'Someday','OneRepublic',6aDsgHPZsMztSbZernzlF8,187888,76,"{""danceability"": 0.576, ""energy"": 0.679, ""key"": 0, ""loudness"": -7.237, ""mode"": 1, ""speechiness"": 0.034, ""acousticness"": 0.0311, ""instrumentalness"": 0, ""liveness"": 0.323, ""valence"": 0.213, ""tempo"": 121.005, ""type"": ""audio_features"", ""id"": ""6aDsgHPZsMztSbZernzlF8"", ""uri"": ""spotify:track:6aDsgHPZsMztSbZernzlF8"", ""track_href"": ""https://api.spotify.com/v1/tracks/6aDsgHPZsMztSbZernzlF8"", ""analysis_url"": ""https://api.spotify.com/v1/audio-analysis/6aDsgHPZsMztSbZernzlF8"", ""duration_ms"": 187889, ""time_signature"": 4}",1663564536.098,1663592758.485782
6,'deja vu','Olivia Rodrigo',6HU7h9RYOaPRFeh0R3UeAr,215506,88,"{""danceability"": 0.442, ""energy"": 0.612, ""key"": 2, ""loudness"": -7.222, ""mode"": 1, ""speechiness"": 0.112, ""acousticness"": 0.584, ""instrumentalness"": 5.7e-06, ""liveness"": 0.37, ""valence"": 0.178, ""tempo"": 180.917, ""type"": ""audio_features"", ""id"": ""6HU7h9RYOaPRFeh0R3UeAr"", ""uri"": ""spotify:track:6HU7h9RYOaPRFeh0R3UeAr"", ""track_href"": ""https://api.spotify.com/v1/tracks/6HU7h9RYOaPRFeh0R3UeAr"", ""analysis_url"": ""https://api.spotify.com/v1/audio-analysis/6HU7h9RYOaPRFeh0R3UeAr"", ""duration_ms"": 215507, ""time_signature"": 4}",1663564783.957,1663592758.159038
5,'Damn It Feels Good To Be Me','Andy Grammer',3LymIBUSWRoxxm7W5UQlXl,138306,65,"{""danceability"": 0.706, ""energy"": 0.777, ""key"": 0, ""loudness"": -5.09, ""mode"": 1, ""speechiness"": 0.0384, ""acousticness"": 0.0663, ""instrumentalness"": 0, ""liveness"": 0.462, ""valence"": 0.782, ""tempo"": 120.031, ""type"": ""audio_features"", ""id"": ""3LymIBUSWRoxxm7W5UQlXl"", ""uri"": ""spotify:track:3LymIBUSWRoxxm7W5UQlXl"", ""track_href"": ""https://api.spotify.com/v1/tracks/3LymIBUSWRoxxm7W5UQlXl"", ""analysis_url"": ""https://api.spotify.com/v1/audio-analysis/3LymIBUSWRoxxm7W5UQlXl"", ""duration_ms"": 138307, ""time_signature"": 4}",1663564923.223,1663592757.831636
4,'Automatic (feat. Jake Miller)','Fly By Midnight',6FoUUkUM4fVdh5pLZyxgjz,157472,70,"{""danceability"": 0.6, ""energy"": 0.529, ""key"": 8, ""loudness"": -6.184, ""mode"": 1, ""speechiness"": 0.0277, ""acousticness"": 0.239, ""instrumentalness"": 2.35e-05, ""liveness"": 0.099, ""valence"": 0.371, ""tempo"": 134.966, ""type"": ""audio_features"", ""id"": ""6FoUUkUM4fVdh5pLZyxgjz"", ""uri"": ""spotify:track:6FoUUkUM4fVdh5pLZyxgjz"", ""track_href"": ""https://api.spotify.com/v1/tracks/6FoUUkUM4fVdh5pLZyxgjz"", ""analysis_url"": ""https://api.spotify.com/v1/audio-analysis/6FoUUkUM4fVdh5pLZyxgjz"", ""duration_ms"": 157472, ""time_signature"": 4}",1663565081.272,1663592757.491302
3,'Black And White','Niall Horan',7rpNuuoMbid56XkDsx2FjE,193089,74,"{""danceability"": 0.443, ""energy"": 0.582, ""key"": 2, ""loudness"": -6.02, ""mode"": 1, ""speechiness"": 0.0482, ""acousticness"": 0.0301, ""instrumentalness"": 0, ""liveness"": 0.127, ""valence"": 0.239, ""tempo"": 147.589, ""type"": ""audio_features"", ""id"": ""7rpNuuoMbid56XkDsx2FjE"", ""uri"": ""spotify:track:7rpNuuoMbid56XkDsx2FjE"", ""track_href"": ""https://api.spotify.com/v1/tracks/7rpNuuoMbid56XkDsx2FjE"", ""analysis_url"": ""https://api.spotify.com/v1/audio-analysis/7rpNuuoMbid56XkDsx2FjE"", ""duration_ms"": 193090, ""time_signature"": 4}",1663565274.844,1663592757.128757
2,'Best Day Of My Life','American Authors',5Hroj5K7vLpIG4FNCRIjbP,194240,80,"{""danceability"": 0.673, ""energy"": 0.902, ""key"": 2, ""loudness"": -2.392, ""mode"": 1, ""speechiness"": 0.0346, ""acousticness"": 0.0591, ""instrumentalness"": 0.000262, ""liveness"": 0.0558, ""valence"": 0.538, ""tempo"": 100.012, ""type"": ""audio_features"", ""id"": ""5Hroj5K7vLpIG4FNCRIjbP"", ""uri"": ""spotify:track:5Hroj5K7vLpIG4FNCRIjbP"", ""track_href"": ""https://api.spotify.com/v1/tracks/5Hroj5K7vLpIG4FNCRIjbP"", ""analysis_url"": ""https://api.spotify.com/v1/audio-analysis/5Hroj5K7vLpIG4FNCRIjbP"", ""duration_ms"": 194240, ""time_signature"": 4}",1663565469.427,1663592756.773262
1,'What Other People Say','Sam Fischer',2h9TDNEXRhcDIV3fsoEVq9,194890,70,"{""danceability"": 0.652, ""energy"": 0.472, ""key"": 7, ""loudness"": -8.084, ""mode"": 1, ""speechiness"": 0.0399, ""acousticness"": 0.158, ""instrumentalness"": 0, ""liveness"": 0.121, ""valence"": 0.24, ""tempo"": 126.904, ""type"": ""audio_features"", ""id"": ""2h9TDNEXRhcDIV3fsoEVq9"", ""uri"": ""spotify:track:2h9TDNEXRhcDIV3fsoEVq9"", ""track_href"": ""https://api.spotify.com/v1/tracks/2h9TDNEXRhcDIV3fsoEVq9"", ""analysis_url"": ""https://api.spotify.com/v1/audio-analysis/2h9TDNEXRhcDIV3fsoEVq9"", ""duration_ms"": 194890, ""time_signature"": 4}",1663565664.807,1663592756.47195
0,'drivers license','Olivia Rodrigo',5wANPM4fQCJwkGd4rN57mH,242013,88,"{""danceability"": 0.561, ""energy"": 0.431, ""key"": 10, ""loudness"": -8.81, ""mode"": 1, ""speechiness"": 0.0578, ""acousticness"": 0.768, ""instrumentalness"": 1.42e-05, ""liveness"": 0.106, ""valence"": 0.137, ""tempo"": 143.875, ""type"": ""audio_features"", ""id"": ""5wANPM4fQCJwkGd4rN57mH"", ""uri"": ""spotify:track:5wANPM4fQCJwkGd4rN57mH"", ""track_href"": ""https://api.spotify.com/v1/tracks/5wANPM4fQCJwkGd4rN57mH"", ""analysis_url"": ""https://api.spotify.com/v1/audio-analysis/5wANPM4fQCJwkGd4rN57mH"", ""duration_ms"": 242013, ""time_signature"": 4}",1663567438.605,1663592756.130327
9,'Set Fire to the Rain','Adele',3di5hcvxxciiqwMH1jarhY,242973,78,"{""danceability"": 0.603, ""energy"": 0.67, ""key"": 2, ""loudness"": -3.882, ""mode"": 0, ""speechiness"": 0.0249, ""acousticness"": 0.00408, ""instrumentalness"": 1.68e-06, ""liveness"": 0.112, ""valence"": 0.446, ""tempo"": 107.993, ""type"": ""audio_features"", ""id"": ""3di5hcvxxciiqwMH1jarhY"", ""uri"": ""spotify:track:3di5hcvxxciiqwMH1jarhY"", ""track_href"": ""https://api.spotify.com/v1/tracks/3di5hcvxxciiqwMH1jarhY"", ""analysis_url"": ""https://api.spotify.com/v1/audio-analysis/3di5hcvxxciiqwMH1jarhY"", ""duration_ms"": 242974, ""time_signature"": 4}",1663567681.993,1663595022.256402
8,'Beautiful Mistakes (feat. Megan Thee Stallion)','Maroon 5',5zFglKYiknIxks8geR8rcL,227395,82,"{""danceability"": 0.713, ""energy"": 0.676, ""key"": 10, ""loudness"": -5.483, ""mode"": 1, ""speechiness"": 0.027, ""acousticness"": 0.0377, ""instrumentalness"": 0, ""liveness"": 0.154, ""valence"": 0.721, ""tempo"": 99.048, ""type"": ""audio_features"", ""id"": ""5zFglKYiknIxks8geR8rcL"", ""uri"": ""spotify:track:5zFglKYiknIxks8geR8rcL"", ""track_href"": ""https://api.spotify.com/v1/tracks/5zFglKYiknIxks8geR8rcL"", ""analysis_url"": ""https://api.spotify.com/v1/audio-analysis/5zFglKYiknIxks8geR8rcL"", ""duration_ms"": 227395, ""time_signature"": 4}",1663567909.678,1663595021.913266
7,'Photograph','Ed Sheeran',1HNkqx9Ahdgi1Ixy2xkKkL,258986,84,"{""danceability"": 0.614, ""energy"": 0.379, ""key"": 4, ""loudness"": -10.48, ""mode"": 1, ""speechiness"": 0.0476, ""acousticness"": 0.607, ""instrumentalness"": 0.000464, ""liveness"": 0.0986, ""valence"": 0.201, ""tempo"": 107.989, ""type"": ""audio_features"", ""id"": ""1HNkqx9Ahdgi1Ixy2xkKkL"", ""uri"": ""spotify:track:1HNkqx9Ahdgi1Ixy2xkKkL"", ""track_href"": ""https://api.spotify.com/v1/tracks/1HNkqx9Ahdgi1Ixy2xkKkL"", ""analysis_url"": ""https://api.spotify.com/v1/audio-analysis/1HNkqx9Ahdgi1Ixy2xkKkL"", ""duration_ms"": 258987, ""time_signature"": 4}",1663568169.41,1663595021.581799
6,'Where Are You Now','Lost Frequencies',3uUuGVFu1V7jTQL60S1r8z,148197,89,"{""danceability"": 0.671, ""energy"": 0.636, ""key"": 6, ""loudness"": -8.117, ""mode"": 0, ""speechiness"": 0.103, ""acousticness"": 0.515, ""instrumentalness"": 0.000411, ""liveness"": 0.172, ""valence"": 0.262, ""tempo"": 120.966, ""type"": ""audio_features"", ""id"": ""3uUuGVFu1V7jTQL60S1r8z"", ""uri"": ""spotify:track:3uUuGVFu1V7jTQL60S1r8z"", ""track_href"": ""https://api.spotify.com/v1/tracks/3uUuGVFu1V7jTQL60S1r8z"", ""analysis_url"": ""https://api.spotify.com/v1/audio-analysis/3uUuGVFu1V7jTQL60S1r8z"", ""duration_ms"": 148197, ""time_signature"": 4}",1663568318.086,1663595021.236186
