,name,artist,id,duration,popularity,genres,playlist,features,created_at
63,'Midnight (feat. Liam Payne)','Alesso',4ZTTUAjJCd4NMZmIU7RB4c,220140,63,"['dance pop', 'edm', 'electro house', 'pop', 'pop dance', 'tropical house']",Morning Motivation,"{""danceability"": 0.587, ""energy"": 0.648, ""key"": 11, ""loudness"": -6.927, ""mode"": 0, ""speechiness"": 0.0439, ""acousticness"": 0.0561, ""instrumentalness"": 0, ""liveness"": 0.115, ""valence"": 0.281, ""tempo"": 144.028, ""type"": ""audio_features"", ""id"": ""4ZTTUAjJCd4NMZmIU7RB4c"", ""uri"": ""spotify:track:4ZTTUAjJCd4NMZmIU7RB4c"", ""track_href"": ""https://api.spotify.com/v1/tracks/4ZTTUAjJCd4NMZmIU7RB4c"", ""analysis_url"": ""https://api.spotify.com/v1/audio-analysis/4ZTTUAjJCd4NMZmIU7RB4c"", ""duration_ms"": 220141, ""time_signature"": 4}",1668282029.011234
62,'Be Kind (with Halsey)','Marshmello',3Z8FwOEN59mRMxDCtb8N0A,172761,76,"['brostep', 'dance pop', 'edm', 'pop', 'pop dance', 'progressive electro house']",Morning Motivation,"{""danceability"": 0.63, ""energy"": 0.633, ""key"": 4, ""loudness"": -7.088, ""mode"": 1, ""speechiness"": 0.0457, ""acousticness"": 0.00776, ""instrumentalness"": 0, ""liveness"": 0.0541, ""valence"": 0.452, ""tempo"": 93.995, ""type"": ""audio_features"", ""id"": ""3Z8FwOEN59mRMxDCtb8N0A"", ""uri"": ""spotify:track:3Z8FwOEN59mRMxDCtb8N0A"", ""track_href"": ""https://api.spotify.com/v1/tracks/3Z8FwOEN59mRMxDCtb8N0A"", ""analysis_url"": ""https://api.spotify.com/v1/audio-analysis/3Z8FwOEN59mRMxDCtb8N0A"", ""duration_ms"": 172762, ""time_signature"": 4}",1668282028.486179
61,'Late Night Talking','Harry Styles',1qEmFfgcLObUfQm0j1W2CK,177954,90,['pop'],Morning Motivation,"{""danceability"": 0.714, ""energy"": 0.728, ""key"": 10, ""loudness"": -4.595, ""mode"": 1, ""speechiness"": 0.0468, ""acousticness"": 0.298, ""instrumentalness"": 0, ""liveness"": 0.106, ""valence"": 0.901, ""tempo"": 114.996, ""type"": ""audio_features"", ""id"": ""1qEmFfgcLObUfQm0j1W2CK"", ""uri"": ""spotify:track:1qEmFfgcLObUfQm0j1W2CK"", ""track_href"": ""https://api.spotify.com/v1/tracks/1qEmFfgcLObUfQm0j1W2CK"", ""analysis_url"": ""https://api.spotify.com/v1/audio-analysis/1qEmFfgcLObUfQm0j1W2CK"", ""duration_ms"": 177955, ""time_signature"": 4}",1668282027.972623
60,'Better Days','OneRepublic',2K0r5GD5zYlEMx2M7ZMcqG,144530,63,"['piano rock', 'pop']",Morning Motivation,"{""danceability"": 0.626, ""energy"": 0.726, ""key"": 5, ""loudness"": -5.015, ""mode"": 1, ""speechiness"": 0.0376, ""acousticness"": 0.235, ""instrumentalness"": 0, ""liveness"": 0.304, ""valence"": 0.257, ""tempo"": 89.132, ""type"": ""audio_features"", ""id"": ""2K0r5GD5zYlEMx2M7ZMcqG"", ""uri"": ""spotify:track:2K0r5GD5zYlEMx2M7ZMcqG"", ""track_href"": ""https://api.spotify.com/v1/tracks/2K0r5GD5zYlEMx2M7ZMcqG"", ""analysis_url"": ""https://api.spotify.com/v1/audio-analysis/2K0r5GD5zYlEMx2M7ZMcqG"", ""duration_ms"": 144530, ""time_signature"": 4}",1668282027.399647
59,'Best Is Yet To Come (with Kyle Reynolds)','Gryffin',2gZwBmkSmsVfEPFWGuWTDk,215201,65,"['dance pop', 'edm', 'pop', 'pop dance', 'tropical house']",Morning Motivation,"{""danceability"": 0.569, ""energy"": 0.85, ""key"": 4, ""loudness"": -3.914, ""mode"": 1, ""speechiness"": 0.0369, ""acousticness"": 0.0148, ""instrumentalness"": 0, ""liveness"": 0.245, ""valence"": 0.551, ""tempo"": 122.042, ""type"": ""audio_features"", ""id"": ""2gZwBmkSmsVfEPFWGuWTDk"", ""uri"": ""spotify:track:2gZwBmkSmsVfEPFWGuWTDk"", ""track_href"": ""https://api.spotify.com/v1/tracks/2gZwBmkSmsVfEPFWGuWTDk"", ""analysis_url"": ""https://api.spotify.com/v1/audio-analysis/2gZwBmkSmsVfEPFWGuWTDk"", ""duration_ms"": 215201, ""time_signature"": 4}",1668282026.861402
58,'Cloudy Day','Tones And I',4E2rXUbcF1zhZVzNzeVPGV,185303,63,"['australian pop', 'pop']",Morning Motivation,"{""danceability"": 0.705, ""energy"": 0.776, ""key"": 4, ""loudness"": -6.096, ""mode"": 1, ""speechiness"": 0.0445, ""acousticness"": 0.0643, ""instrumentalness"": 2.81e-06, ""liveness"": 0.0246, ""valence"": 0.366, ""tempo"": 116.011, ""type"": ""audio_features"", ""id"": ""4E2rXUbcF1zhZVzNzeVPGV"", ""uri"": ""spotify:track:4E2rXUbcF1zhZVzNzeVPGV"", ""track_href"": ""https://api.spotify.com/v1/tracks/4E2rXUbcF1zhZVzNzeVPGV"", ""analysis_url"": ""https://api.spotify.com/v1/audio-analysis/4E2rXUbcF1zhZVzNzeVPGV"", ""duration_ms"": 185304, ""time_signature"": 4}",1668282026.324286
57,'Keep You Mine','NOTD',0OJN2A3Qyvd7pwSF0AIteC,174760,66,"['dance pop', 'edm', 'electropop', 'pop', 'pop dance', 'tropical house']",Morning Motivation,"{""danceability"": 0.81, ""energy"": 0.788, ""key"": 10, ""loudness"": -3.663, ""mode"": 1, ""speechiness"": 0.0447, ""acousticness"": 0.267, ""instrumentalness"": 0.000172, ""liveness"": 0.196, ""valence"": 0.845, ""tempo"": 135.991, ""type"": ""audio_features"", ""id"": ""0OJN2A3Qyvd7pwSF0AIteC"", ""uri"": ""spotify:track:0OJN2A3Qyvd7pwSF0AIteC"", ""track_href"": ""https://api.spotify.com/v1/tracks/0OJN2A3Qyvd7pwSF0AIteC"", ""analysis_url"": ""https://api.spotify.com/v1/audio-analysis/0OJN2A3Qyvd7pwSF0AIteC"", ""duration_ms"": 174761, ""time_signature"": 4}",1668282025.808326
56,'Oh My God','Adele',3Kkjo3cT83cw09VJyrLNwX,225148,81,"['british soul', 'pop', 'pop soul', 'uk pop']",Morning Motivation,"{""danceability"": 0.534, ""energy"": 0.725, ""key"": 1, ""loudness"": -3.906, ""mode"": 1, ""speechiness"": 0.046, ""acousticness"": 0.091, ""instrumentalness"": 0, ""liveness"": 0.0264, ""valence"": 0.55, ""tempo"": 88.098, ""type"": ""audio_features"", ""id"": ""3Kkjo3cT83cw09VJyrLNwX"", ""uri"": ""spotify:track:3Kkjo3cT83cw09VJyrLNwX"", ""track_href"": ""https://api.spotify.com/v1/tracks/3Kkjo3cT83cw09VJyrLNwX"", ""analysis_url"": ""https://api.spotify.com/v1/audio-analysis/3Kkjo3cT83cw09VJyrLNwX"", ""duration_ms"": 225149, ""time_signature"": 4}",1668282025.271476
55,'Be','Garrett Kato',4K58TCl6cXgby5ZFP4Aggw,149694,64,['indie folk'],Morning Motivation,"{""danceability"": 0.658, ""energy"": 0.423, ""key"": 11, ""loudness"": -8.796, ""mode"": 0, ""speechiness"": 0.113, ""acousticness"": 0.757, ""instrumentalness"": 0, ""liveness"": 0.105, ""valence"": 0.279, ""tempo"": 80.018, ""type"": ""audio_features"", ""id"": ""4K58TCl6cXgby5ZFP4Aggw"", ""uri"": ""spotify:track:4K58TCl6cXgby5ZFP4Aggw"", ""track_href"": ""https://api.spotify.com/v1/tracks/4K58TCl6cXgby5ZFP4Aggw"", ""analysis_url"": ""https://api.spotify.com/v1/audio-analysis/4K58TCl6cXgby5ZFP4Aggw"", ""duration_ms"": 149695, ""time_signature"": 4}",1668282024.739838
54,'Feel It Too','Cadmium',0Qdpiga8g5PFuvyvqB5U2k,198347,41,['gaming edm'],Morning Motivation,"{""danceability"": 0.837, ""energy"": 0.604, ""key"": 6, ""loudness"": -5.783, ""mode"": 0, ""speechiness"": 0.0951, ""acousticness"": 0.124, ""instrumentalness"": 0, ""liveness"": 0.242, ""valence"": 0.717, ""tempo"": 98.023, ""type"": ""audio_features"", ""id"": ""0Qdpiga8g5PFuvyvqB5U2k"", ""uri"": ""spotify:track:0Qdpiga8g5PFuvyvqB5U2k"", ""track_href"": ""https://api.spotify.com/v1/tracks/0Qdpiga8g5PFuvyvqB5U2k"", ""analysis_url"": ""https://api.spotify.com/v1/audio-analysis/0Qdpiga8g5PFuvyvqB5U2k"", ""duration_ms"": 198348, ""time_signature"": 4}",1668282024.215286
53,'Pick Me Up','Sam Feldt',6VYIVgVqEIwzRwpJz5rMa4,174100,62,"['dance pop', 'edm', 'electro house', 'pop', 'pop dance', 'pop edm', 'tropical house']",Morning Motivation,"{""danceability"": 0.688, ""energy"": 0.662, ""key"": 6, ""loudness"": -5.57, ""mode"": 1, ""speechiness"": 0.0441, ""acousticness"": 0.0971, ""instrumentalness"": 1.34e-06, ""liveness"": 0.172, ""valence"": 0.549, ""tempo"": 115.106, ""type"": ""audio_features"", ""id"": ""6VYIVgVqEIwzRwpJz5rMa4"", ""uri"": ""spotify:track:6VYIVgVqEIwzRwpJz5rMa4"", ""track_href"": ""https://api.spotify.com/v1/tracks/6VYIVgVqEIwzRwpJz5rMa4"", ""analysis_url"": ""https://api.spotify.com/v1/audio-analysis/6VYIVgVqEIwzRwpJz5rMa4"", ""duration_ms"": 174100, ""time_signature"": 4}",1668282023.689554
52,'I Found You','Andy Grammer',3CAqTfkRgmImhxYDjyL6S7,151733,59,"['dance pop', 'neo mellow', 'pop', 'pop rap', 'pop rock']",Morning Motivation,"{""danceability"": 0.728, ""energy"": 0.701, ""key"": 1, ""loudness"": -6.58, ""mode"": 1, ""speechiness"": 0.0406, ""acousticness"": 0.0945, ""instrumentalness"": 2.08e-05, ""liveness"": 0.181, ""valence"": 0.413, ""tempo"": 137.97, ""type"": ""audio_features"", ""id"": ""3CAqTfkRgmImhxYDjyL6S7"", ""uri"": ""spotify:track:3CAqTfkRgmImhxYDjyL6S7"", ""track_href"": ""https://api.spotify.com/v1/tracks/3CAqTfkRgmImhxYDjyL6S7"", ""analysis_url"": ""https://api.spotify.com/v1/audio-analysis/3CAqTfkRgmImhxYDjyL6S7"", ""duration_ms"": 151734, ""time_signature"": 4}",1668282023.168822
51,'14','Clinton Kane',3kCYnvSwhSzYBD7fnDFhbY,141796,56,"['alt z', 'gen z singer-songwriter', 'pop']",Morning Motivation,"{""danceability"": 0.402, ""energy"": 0.634, ""key"": 2, ""loudness"": -5.808, ""mode"": 1, ""speechiness"": 0.364, ""acousticness"": 0.707, ""instrumentalness"": 0, ""liveness"": 0.387, ""valence"": 0.705, ""tempo"": 68.877, ""type"": ""audio_features"", ""id"": ""3kCYnvSwhSzYBD7fnDFhbY"", ""uri"": ""spotify:track:3kCYnvSwhSzYBD7fnDFhbY"", ""track_href"": ""https://api.spotify.com/v1/tracks/3kCYnvSwhSzYBD7fnDFhbY"", ""analysis_url"": ""https://api.spotify.com/v1/audio-analysis/3kCYnvSwhSzYBD7fnDFhbY"", ""duration_ms"": 141797, ""time_signature"": 5}",1668282022.634483
50,'Fly Away','Tones And I',2zBDKzqa6sdxeI0fC6OWIC,178156,69,"['australian pop', 'pop']",Morning Motivation,"{""danceability"": 0.806, ""energy"": 0.513, ""key"": 4, ""loudness"": -6.208, ""mode"": 1, ""speechiness"": 0.0685, ""acousticness"": 0.217, ""instrumentalness"": 0, ""liveness"": 0.217, ""valence"": 0.503, ""tempo"": 124.988, ""type"": ""audio_features"", ""id"": ""2zBDKzqa6sdxeI0fC6OWIC"", ""uri"": ""spotify:track:2zBDKzqa6sdxeI0fC6OWIC"", ""track_href"": ""https://api.spotify.com/v1/tracks/2zBDKzqa6sdxeI0fC6OWIC"", ""analysis_url"": ""https://api.spotify.com/v1/audio-analysis/2zBDKzqa6sdxeI0fC6OWIC"", ""duration_ms"": 178157, ""time_signature"": 4}",1668282022.10149
49,'There's Nothing Holdin' Me Back','Shawn Mendes',7BE6lry1JFeGFr4RQYvDSK,199440,2,"['canadian pop', 'dance pop', 'pop', 'viral pop']",Morning Motivation,"{""danceability"": 0.866, ""energy"": 0.811, ""key"": 11, ""loudness"": -4.063, ""mode"": 0, ""speechiness"": 0.0553, ""acousticness"": 0.375, ""instrumentalness"": 0, ""liveness"": 0.078, ""valence"": 0.969, ""tempo"": 121.995, ""type"": ""audio_features"", ""id"": ""7BE6lry1JFeGFr4RQYvDSK"", ""uri"": ""spotify:track:7BE6lry1JFeGFr4RQYvDSK"", ""track_href"": ""https://api.spotify.com/v1/tracks/7BE6lry1JFeGFr4RQYvDSK"", ""analysis_url"": ""https://api.spotify.com/v1/audio-analysis/7BE6lry1JFeGFr4RQYvDSK"", ""duration_ms"": 199440, ""time_signature"": 4}",1668282021.572547
48,'Daisies','Katy Perry',4uqh9bualXNHXXwO2wPorc,173123,61,"['dance pop', 'pop']",Morning Motivation,"{""danceability"": 0.639, ""energy"": 0.546, ""key"": 1, ""loudness"": -5.382, ""mode"": 1, ""speechiness"": 0.0407, ""acousticness"": 0.0837, ""instrumentalness"": 0, ""liveness"": 0.122, ""valence"": 0.149, ""tempo"": 122.179, ""type"": ""audio_features"", ""id"": ""4uqh9bualXNHXXwO2wPorc"", ""uri"": ""spotify:track:4uqh9bualXNHXXwO2wPorc"", ""track_href"": ""https://api.spotify.com/v1/tracks/4uqh9bualXNHXXwO2wPorc"", ""analysis_url"": ""https://api.spotify.com/v1/audio-analysis/4uqh9bualXNHXXwO2wPorc"", ""duration_ms"": 173124, ""time_signature"": 4}",1668282021.062221
47,'I Like Me Better','Lauv',0EcQcdcbQeVJn9fknj44Be,197436,73,['pop'],Morning Motivation,"{""danceability"": 0.753, ""energy"": 0.505, ""key"": 9, ""loudness"": -7.621, ""mode"": 1, ""speechiness"": 0.255, ""acousticness"": 0.534, ""instrumentalness"": 2.58e-06, ""liveness"": 0.104, ""valence"": 0.419, ""tempo"": 91.972, ""type"": ""audio_features"", ""id"": ""0EcQcdcbQeVJn9fknj44Be"", ""uri"": ""spotify:track:0EcQcdcbQeVJn9fknj44Be"", ""track_href"": ""https://api.spotify.com/v1/tracks/0EcQcdcbQeVJn9fknj44Be"", ""analysis_url"": ""https://api.spotify.com/v1/audio-analysis/0EcQcdcbQeVJn9fknj44Be"", ""duration_ms"": 197437, ""time_signature"": 4}",1668282020.545537
46,'Save Your Tears (with Ariana Grande) (Remix)','The Weeknd',37BZB0z9T8Xu7U3e65qxFy,191013,82,"['canadian contemporary r&b', 'canadian pop', 'pop']",Morning Motivation,"{""danceability"": 0.65, ""energy"": 0.825, ""key"": 0, ""loudness"": -4.645, ""mode"": 1, ""speechiness"": 0.0325, ""acousticness"": 0.0215, ""instrumentalness"": 2.44e-05, ""liveness"": 0.0936, ""valence"": 0.593, ""tempo"": 118.091, ""type"": ""audio_features"", ""id"": ""37BZB0z9T8Xu7U3e65qxFy"", ""uri"": ""spotify:track:37BZB0z9T8Xu7U3e65qxFy"", ""track_href"": ""https://api.spotify.com/v1/tracks/37BZB0z9T8Xu7U3e65qxFy"", ""analysis_url"": ""https://api.spotify.com/v1/audio-analysis/37BZB0z9T8Xu7U3e65qxFy"", ""duration_ms"": 191014, ""time_signature"": 4}",1668282020.019077
45,"'10,000 Hours (with Justin Bieber)'",'Dan + Shay',2wrJq5XKLnmhRXHIAf9xBa,167693,76,"['contemporary country', 'country', 'country road', 'pop']",Morning Motivation,"{""danceability"": 0.654, ""energy"": 0.63, ""key"": 10, ""loudness"": -4.644, ""mode"": 1, ""speechiness"": 0.0259, ""acousticness"": 0.153, ""instrumentalness"": 0, ""liveness"": 0.111, ""valence"": 0.43, ""tempo"": 89.991, ""type"": ""audio_features"", ""id"": ""2wrJq5XKLnmhRXHIAf9xBa"", ""uri"": ""spotify:track:2wrJq5XKLnmhRXHIAf9xBa"", ""track_href"": ""https://api.spotify.com/v1/tracks/2wrJq5XKLnmhRXHIAf9xBa"", ""analysis_url"": ""https://api.spotify.com/v1/audio-analysis/2wrJq5XKLnmhRXHIAf9xBa"", ""duration_ms"": 167693, ""time_signature"": 4}",1668282019.497605
44,'Watermelon Sugar','Harry Styles',6UelLqGlWMcVH1E5c4H7lY,174000,88,['pop'],Morning Motivation,"{""danceability"": 0.548, ""energy"": 0.816, ""key"": 0, ""loudness"": -4.209, ""mode"": 1, ""speechiness"": 0.0465, ""acousticness"": 0.122, ""instrumentalness"": 0, ""liveness"": 0.335, ""valence"": 0.557, ""tempo"": 95.39, ""type"": ""audio_features"", ""id"": ""6UelLqGlWMcVH1E5c4H7lY"", ""uri"": ""spotify:track:6UelLqGlWMcVH1E5c4H7lY"", ""track_href"": ""https://api.spotify.com/v1/tracks/6UelLqGlWMcVH1E5c4H7lY"", ""analysis_url"": ""https://api.spotify.com/v1/audio-analysis/6UelLqGlWMcVH1E5c4H7lY"", ""duration_ms"": 174000, ""time_signature"": 4}",1668282018.971245
43,'Pride (with mxmtoon)','Noah Kahan',708HrtYYClY6j6EOiToEBy,169453,58,['pop'],Morning Motivation,"{""danceability"": 0.839, ""energy"": 0.444, ""key"": 0, ""loudness"": -6.386, ""mode"": 1, ""speechiness"": 0.226, ""acousticness"": 0.475, ""instrumentalness"": 2.58e-06, ""liveness"": 0.297, ""valence"": 0.486, ""tempo"": 105.066, ""type"": ""audio_features"", ""id"": ""708HrtYYClY6j6EOiToEBy"", ""uri"": ""spotify:track:708HrtYYClY6j6EOiToEBy"", ""track_href"": ""https://api.spotify.com/v1/tracks/708HrtYYClY6j6EOiToEBy"", ""analysis_url"": ""https://api.spotify.com/v1/audio-analysis/708HrtYYClY6j6EOiToEBy"", ""duration_ms"": 169453, ""time_signature"": 4}",1668282018.451102
42,'Overdrive','Conan Gray',3QyoC6OvQUmpQwQZ18iaTs,183070,69,"['bedroom pop', 'pop']",Morning Motivation,"{""danceability"": 0.568, ""energy"": 0.788, ""key"": 5, ""loudness"": -6.28, ""mode"": 1, ""speechiness"": 0.0377, ""acousticness"": 0.0101, ""instrumentalness"": 0, ""liveness"": 0.141, ""valence"": 0.46, ""tempo"": 104.959, ""type"": ""audio_features"", ""id"": ""3QyoC6OvQUmpQwQZ18iaTs"", ""uri"": ""spotify:track:3QyoC6OvQUmpQwQZ18iaTs"", ""track_href"": ""https://api.spotify.com/v1/tracks/3QyoC6OvQUmpQwQZ18iaTs"", ""analysis_url"": ""https://api.spotify.com/v1/audio-analysis/3QyoC6OvQUmpQwQZ18iaTs"", ""duration_ms"": 183070, ""time_signature"": 4}",1668282017.934877
41,'Made You Look','Meghan Trainor',0QHEIqNKsMoOY5urbzN48u,134256,88,"['dance pop', 'hip pop', 'pop', 'post-teen pop']",Morning Motivation,"{""danceability"": 0.838, ""energy"": 0.525, ""key"": 10, ""loudness"": -3.562, ""mode"": 1, ""speechiness"": 0.0665, ""acousticness"": 0.345, ""instrumentalness"": 1.92e-06, ""liveness"": 0.0771, ""valence"": 0.884, ""tempo"": 144.981, ""type"": ""audio_features"", ""id"": ""0QHEIqNKsMoOY5urbzN48u"", ""uri"": ""spotify:track:0QHEIqNKsMoOY5urbzN48u"", ""track_href"": ""https://api.spotify.com/v1/tracks/0QHEIqNKsMoOY5urbzN48u"", ""analysis_url"": ""https://api.spotify.com/v1/audio-analysis/0QHEIqNKsMoOY5urbzN48u"", ""duration_ms"": 134256, ""time_signature"": 4}",1668282017.407724
40,'What Love Is','Tom Gregory',7x2fnP5eaWfb3izrpm0U6u,194286,59,['uk pop'],Morning Motivation,"{""danceability"": 0.764, ""energy"": 0.446, ""key"": 1, ""loudness"": -6.057, ""mode"": 1, ""speechiness"": 0.0382, ""acousticness"": 0.772, ""instrumentalness"": 1.58e-05, ""liveness"": 0.22, ""valence"": 0.726, ""tempo"": 115.04, ""type"": ""audio_features"", ""id"": ""7x2fnP5eaWfb3izrpm0U6u"", ""uri"": ""spotify:track:7x2fnP5eaWfb3izrpm0U6u"", ""track_href"": ""https://api.spotify.com/v1/tracks/7x2fnP5eaWfb3izrpm0U6u"", ""analysis_url"": ""https://api.spotify.com/v1/audio-analysis/7x2fnP5eaWfb3izrpm0U6u"", ""duration_ms"": 194286, ""time_signature"": 4}",1668282016.878247
39,'Victoria's Secret','Jax',4svaKoxMMP7ImmKrD5hfQu,176124,80,['gen z singer-songwriter'],Morning Motivation,"{""danceability"": 0.586, ""energy"": 0.556, ""key"": 6, ""loudness"": -7.639, ""mode"": 1, ""speechiness"": 0.0592, ""acousticness"": 0.00655, ""instrumentalness"": 0, ""liveness"": 0.0836, ""valence"": 0.517, ""tempo"": 167.018, ""type"": ""audio_features"", ""id"": ""4svaKoxMMP7ImmKrD5hfQu"", ""uri"": ""spotify:track:4svaKoxMMP7ImmKrD5hfQu"", ""track_href"": ""https://api.spotify.com/v1/tracks/4svaKoxMMP7ImmKrD5hfQu"", ""analysis_url"": ""https://api.spotify.com/v1/audio-analysis/4svaKoxMMP7ImmKrD5hfQu"", ""duration_ms"": 176125, ""time_signature"": 4}",1668282016.36525
38,'Memories','Maroon 5',4cktbXiXOapiLBMprHFErI,189486,84,['pop'],Morning Motivation,"{""danceability"": 0.775, ""energy"": 0.327, ""key"": 11, ""loudness"": -7.241, ""mode"": 1, ""speechiness"": 0.0557, ""acousticness"": 0.841, ""instrumentalness"": 0, ""liveness"": 0.0821, ""valence"": 0.595, ""tempo"": 91.05, ""type"": ""audio_features"", ""id"": ""4cktbXiXOapiLBMprHFErI"", ""uri"": ""spotify:track:4cktbXiXOapiLBMprHFErI"", ""track_href"": ""https://api.spotify.com/v1/tracks/4cktbXiXOapiLBMprHFErI"", ""analysis_url"": ""https://api.spotify.com/v1/audio-analysis/4cktbXiXOapiLBMprHFErI"", ""duration_ms"": 189486, ""time_signature"": 4}",1668282015.853706
37,'Heartbreak Anthem (with David Guetta & Little Mix)','Galantis',5K6Ssv4Z3zRvxt0P6EKUAP,183725,78,"['dance pop', 'edm', 'electro house', 'pop', 'pop dance', 'tropical house']",Morning Motivation,"{""danceability"": 0.595, ""energy"": 0.784, ""key"": 1, ""loudness"": -4.878, ""mode"": 1, ""speechiness"": 0.102, ""acousticness"": 0.216, ""instrumentalness"": 0, ""liveness"": 0.0608, ""valence"": 0.479, ""tempo"": 124.111, ""type"": ""audio_features"", ""id"": ""5K6Ssv4Z3zRvxt0P6EKUAP"", ""uri"": ""spotify:track:5K6Ssv4Z3zRvxt0P6EKUAP"", ""track_href"": ""https://api.spotify.com/v1/tracks/5K6Ssv4Z3zRvxt0P6EKUAP"", ""analysis_url"": ""https://api.spotify.com/v1/audio-analysis/5K6Ssv4Z3zRvxt0P6EKUAP"", ""duration_ms"": 183726, ""time_signature"": 4}",1668282015.32875
36,'High','The Chainsmokers',09AvsbivV1FQBRAEBJh7UL,175163,74,"['dance pop', 'edm', 'electropop', 'pop', 'pop dance', 'tropical house']",Morning Motivation,"{""danceability"": 0.601, ""energy"": 0.787, ""key"": 0, ""loudness"": -6.178, ""mode"": 1, ""speechiness"": 0.031, ""acousticness"": 0.0492, ""instrumentalness"": 0, ""liveness"": 0.142, ""valence"": 0.525, ""tempo"": 134.981, ""type"": ""audio_features"", ""id"": ""09AvsbivV1FQBRAEBJh7UL"", ""uri"": ""spotify:track:09AvsbivV1FQBRAEBJh7UL"", ""track_href"": ""https://api.spotify.com/v1/tracks/09AvsbivV1FQBRAEBJh7UL"", ""analysis_url"": ""https://api.spotify.com/v1/audio-analysis/09AvsbivV1FQBRAEBJh7UL"", ""duration_ms"": 175163, ""time_signature"": 4}",1668282014.803083
35,'good 4 u','Olivia Rodrigo',4ZtFanR9U6ndgddUvNcjcG,178146,86,['pop'],Morning Motivation,"{""danceability"": 0.563, ""energy"": 0.664, ""key"": 9, ""loudness"": -5.044, ""mode"": 1, ""speechiness"": 0.154, ""acousticness"": 0.335, ""instrumentalness"": 0, ""liveness"": 0.0849, ""valence"": 0.688, ""tempo"": 166.928, ""type"": ""audio_features"", ""id"": ""4ZtFanR9U6ndgddUvNcjcG"", ""uri"": ""spotify:track:4ZtFanR9U6ndgddUvNcjcG"", ""track_href"": ""https://api.spotify.com/v1/tracks/4ZtFanR9U6ndgddUvNcjcG"", ""analysis_url"": ""https://api.spotify.com/v1/audio-analysis/4ZtFanR9U6ndgddUvNcjcG"", ""duration_ms"": 178147, ""time_signature"": 4}",1668282014.269465
34,'You (with Marshmello & Vance Joy)','benny blanco',1GkHyypTFkUf0QQKwYoXH4,169632,64,"['dance pop', 'edm', 'electropop', 'pop', 'pop rap']",Morning Motivation,"{""danceability"": 0.668, ""energy"": 0.563, ""key"": 11, ""loudness"": -6.433, ""mode"": 1, ""speechiness"": 0.0522, ""acousticness"": 0.0493, ""instrumentalness"": 0, ""liveness"": 0.119, ""valence"": 0.305, ""tempo"": 103.116, ""type"": ""audio_features"", ""id"": ""1GkHyypTFkUf0QQKwYoXH4"", ""uri"": ""spotify:track:1GkHyypTFkUf0QQKwYoXH4"", ""track_href"": ""https://api.spotify.com/v1/tracks/1GkHyypTFkUf0QQKwYoXH4"", ""analysis_url"": ""https://api.spotify.com/v1/audio-analysis/1GkHyypTFkUf0QQKwYoXH4"", ""duration_ms"": 169632, ""time_signature"": 4}",1668282013.738689
33,'Fallin’ (Adrenaline)','Why Don't We',5GhJIMWAw0uMLgkdbt6uMz,216504,63,"['australian pop', 'boy band', 'dance pop', 'pop', 'post-teen pop']",Morning Motivation,"{""danceability"": 0.606, ""energy"": 0.9, ""key"": 0, ""loudness"": -4.504, ""mode"": 1, ""speechiness"": 0.119, ""acousticness"": 0.0101, ""instrumentalness"": 0, ""liveness"": 0.075, ""valence"": 0.233, ""tempo"": 133.963, ""type"": ""audio_features"", ""id"": ""5GhJIMWAw0uMLgkdbt6uMz"", ""uri"": ""spotify:track:5GhJIMWAw0uMLgkdbt6uMz"", ""track_href"": ""https://api.spotify.com/v1/tracks/5GhJIMWAw0uMLgkdbt6uMz"", ""analysis_url"": ""https://api.spotify.com/v1/audio-analysis/5GhJIMWAw0uMLgkdbt6uMz"", ""duration_ms"": 216504, ""time_signature"": 4}",1668282013.213714
32,'COMPLETE MESS','5 Seconds of Summer',1Y8COP6Oqef3UxIONvzx6I,206361,64,"['boy band', 'dance pop', 'pop', 'post-teen pop']",Morning Motivation,"{""danceability"": 0.398, ""energy"": 0.519, ""key"": 7, ""loudness"": -6.926, ""mode"": 1, ""speechiness"": 0.0315, ""acousticness"": 0.0573, ""instrumentalness"": 1.86e-05, ""liveness"": 0.191, ""valence"": 0.133, ""tempo"": 81.377, ""type"": ""audio_features"", ""id"": ""1Y8COP6Oqef3UxIONvzx6I"", ""uri"": ""spotify:track:1Y8COP6Oqef3UxIONvzx6I"", ""track_href"": ""https://api.spotify.com/v1/tracks/1Y8COP6Oqef3UxIONvzx6I"", ""analysis_url"": ""https://api.spotify.com/v1/audio-analysis/1Y8COP6Oqef3UxIONvzx6I"", ""duration_ms"": 206361, ""time_signature"": 4}",1668282012.679465
