,name,artist,id,duration,popularity,genres,playlist,features,created_at
41,'You Don't Own Me (feat. G-Eazy)','SAYGRACE',6KI1ZpZWYAJLvmVhCJz65G,201493,69,"['dance pop', 'pop', 'post-teen pop', 'r&b']",Your Top Songs 2020,"{""danceability"": 0.332, ""energy"": 0.635, ""key"": 7, ""loudness"": -5.653, ""mode"": 1, ""speechiness"": 0.0898, ""acousticness"": 0.159, ""instrumentalness"": 2.79e-06, ""liveness"": 0.0599, ""valence"": 0.261, ""tempo"": 186.249, ""type"": ""audio_features"", ""id"": ""6KI1ZpZWYAJLvmVhCJz65G"", ""uri"": ""spotify:track:6KI1ZpZWYAJLvmVhCJz65G"", ""track_href"": ""https://api.spotify.com/v1/tracks/6KI1ZpZWYAJLvmVhCJz65G"", ""analysis_url"": ""https://api.spotify.com/v1/audio-analysis/6KI1ZpZWYAJLvmVhCJz65G"", ""duration_ms"": 201493, ""time_signature"": 3}",1668281745.661247
40,'It's You','Ali Gatie',5DqdesEfbRyOlSS3Tf6c29,212606,79,"['canadian hip hop', 'pop']",Your Top Songs 2020,"{""danceability"": 0.732, ""energy"": 0.463, ""key"": 11, ""loudness"": -6.972, ""mode"": 0, ""speechiness"": 0.0287, ""acousticness"": 0.374, ""instrumentalness"": 0, ""liveness"": 0.194, ""valence"": 0.397, ""tempo"": 95.971, ""type"": ""audio_features"", ""id"": ""5DqdesEfbRyOlSS3Tf6c29"", ""uri"": ""spotify:track:5DqdesEfbRyOlSS3Tf6c29"", ""track_href"": ""https://api.spotify.com/v1/tracks/5DqdesEfbRyOlSS3Tf6c29"", ""analysis_url"": ""https://api.spotify.com/v1/audio-analysis/5DqdesEfbRyOlSS3Tf6c29"", ""duration_ms"": 212607, ""time_signature"": 4}",1668281745.142095
39,'Waiting','Vicetone',78v8ad1iLTlfLbam4qvzNu,205714,61,"['edm', 'electro house', 'pop dance', 'pop edm', 'progressive electro house', 'tropical house']",Your Top Songs 2020,"{""danceability"": 0.651, ""energy"": 0.7, ""key"": 1, ""loudness"": -4.264, ""mode"": 0, ""speechiness"": 0.0318, ""acousticness"": 0.352, ""instrumentalness"": 0, ""liveness"": 0.061, ""valence"": 0.214, ""tempo"": 104.964, ""type"": ""audio_features"", ""id"": ""78v8ad1iLTlfLbam4qvzNu"", ""uri"": ""spotify:track:78v8ad1iLTlfLbam4qvzNu"", ""track_href"": ""https://api.spotify.com/v1/tracks/78v8ad1iLTlfLbam4qvzNu"", ""analysis_url"": ""https://api.spotify.com/v1/audio-analysis/78v8ad1iLTlfLbam4qvzNu"", ""duration_ms"": 205714, ""time_signature"": 4}",1668281744.623306
38,'Ophelia','The Lumineers',5NORWMFC27ywGSZxi8uquP,160097,77,"['folk-pop', 'pop', 'stomp and holler']",Your Top Songs 2020,"{""danceability"": 0.664, ""energy"": 0.573, ""key"": 5, ""loudness"": -6.519, ""mode"": 1, ""speechiness"": 0.0277, ""acousticness"": 0.613, ""instrumentalness"": 0.000363, ""liveness"": 0.0857, ""valence"": 0.566, ""tempo"": 76.023, ""type"": ""audio_features"", ""id"": ""5NORWMFC27ywGSZxi8uquP"", ""uri"": ""spotify:track:5NORWMFC27ywGSZxi8uquP"", ""track_href"": ""https://api.spotify.com/v1/tracks/5NORWMFC27ywGSZxi8uquP"", ""analysis_url"": ""https://api.spotify.com/v1/audio-analysis/5NORWMFC27ywGSZxi8uquP"", ""duration_ms"": 160097, ""time_signature"": 4}",1668281744.086235
37,'Kings & Queens','Ava Max',76nqCfJOcFFWBJN32PAksn,162398,1,"['dance pop', 'pop']",Your Top Songs 2020,"{""danceability"": 0.638, ""energy"": 0.688, ""key"": 1, ""loudness"": -4.056, ""mode"": 0, ""speechiness"": 0.0407, ""acousticness"": 0.00775, ""instrumentalness"": 0, ""liveness"": 0.126, ""valence"": 0.434, ""tempo"": 129.856, ""type"": ""audio_features"", ""id"": ""76nqCfJOcFFWBJN32PAksn"", ""uri"": ""spotify:track:76nqCfJOcFFWBJN32PAksn"", ""track_href"": ""https://api.spotify.com/v1/tracks/76nqCfJOcFFWBJN32PAksn"", ""analysis_url"": ""https://api.spotify.com/v1/audio-analysis/76nqCfJOcFFWBJN32PAksn"", ""duration_ms"": 162399, ""time_signature"": 4}",1668281743.558499
36,'Crush','Tessa Violet',6MYJv37Mpj5njLLbxKWNun,216266,64,"['alt z', 'indie pop']",Your Top Songs 2020,"{""danceability"": 0.91, ""energy"": 0.402, ""key"": 1, ""loudness"": -9.55, ""mode"": 1, ""speechiness"": 0.0857, ""acousticness"": 0.0297, ""instrumentalness"": 0.00018, ""liveness"": 0.0801, ""valence"": 0.825, ""tempo"": 135.993, ""type"": ""audio_features"", ""id"": ""6MYJv37Mpj5njLLbxKWNun"", ""uri"": ""spotify:track:6MYJv37Mpj5njLLbxKWNun"", ""track_href"": ""https://api.spotify.com/v1/tracks/6MYJv37Mpj5njLLbxKWNun"", ""analysis_url"": ""https://api.spotify.com/v1/audio-analysis/6MYJv37Mpj5njLLbxKWNun"", ""duration_ms"": 216267, ""time_signature"": 4}",1668281743.031686
35,'딱 좋아(Just right)','GOT7',4ER58qECydWokIsgqtysWu,222398,60,"['k-pop', 'k-pop boy group']",Your Top Songs 2020,"{""danceability"": 0.76, ""energy"": 0.781, ""key"": 11, ""loudness"": -2.881, ""mode"": 0, ""speechiness"": 0.0641, ""acousticness"": 0.233, ""instrumentalness"": 0, ""liveness"": 0.106, ""valence"": 0.736, ""tempo"": 95.97, ""type"": ""audio_features"", ""id"": ""4ER58qECydWokIsgqtysWu"", ""uri"": ""spotify:track:4ER58qECydWokIsgqtysWu"", ""track_href"": ""https://api.spotify.com/v1/tracks/4ER58qECydWokIsgqtysWu"", ""analysis_url"": ""https://api.spotify.com/v1/audio-analysis/4ER58qECydWokIsgqtysWu"", ""duration_ms"": 222399, ""time_signature"": 4}",1668281742.504266
34,'The Chicken Wing Beat','Ricky Desktop',4SgacK8EAeeP6tYklRIzJx,60109,0,['viral rap'],Your Top Songs 2020,"{""danceability"": 0.766, ""energy"": 0.281, ""key"": 1, ""loudness"": -8.698, ""mode"": 1, ""speechiness"": 0.623, ""acousticness"": 0.814, ""instrumentalness"": 0.0415, ""liveness"": 0.0882, ""valence"": 0.556, ""tempo"": 137.246, ""type"": ""audio_features"", ""id"": ""4SgacK8EAeeP6tYklRIzJx"", ""uri"": ""spotify:track:4SgacK8EAeeP6tYklRIzJx"", ""track_href"": ""https://api.spotify.com/v1/tracks/4SgacK8EAeeP6tYklRIzJx"", ""analysis_url"": ""https://api.spotify.com/v1/audio-analysis/4SgacK8EAeeP6tYklRIzJx"", ""duration_ms"": 60109, ""time_signature"": 4}",1668281741.966236
33,'Love Is Gone - Acoustic','SLANDER',7F1CiKqrY44kh5cDqwHOnx,176971,78,"['dubstep', 'edm', 'pop dance']",Your Top Songs 2020,"{""danceability"": 0.541, ""energy"": 0.153, ""key"": 6, ""loudness"": -10.654, ""mode"": 1, ""speechiness"": 0.0303, ""acousticness"": 0.882, ""instrumentalness"": 1.66e-06, ""liveness"": 0.16, ""valence"": 0.359, ""tempo"": 139.644, ""type"": ""audio_features"", ""id"": ""7F1CiKqrY44kh5cDqwHOnx"", ""uri"": ""spotify:track:7F1CiKqrY44kh5cDqwHOnx"", ""track_href"": ""https://api.spotify.com/v1/tracks/7F1CiKqrY44kh5cDqwHOnx"", ""analysis_url"": ""https://api.spotify.com/v1/audio-analysis/7F1CiKqrY44kh5cDqwHOnx"", ""duration_ms"": 176972, ""time_signature"": 4}",1668281741.428405
32,'Sleep On The Floor','The Lumineers',44uOreAESeRIBaxkuCW4wN,211851,68,"['folk-pop', 'pop', 'stomp and holler']",Your Top Songs 2020,"{""danceability"": 0.389, ""energy"": 0.431, ""key"": 7, ""loudness"": -8.061, ""mode"": 1, ""speechiness"": 0.0344, ""acousticness"": 0.249, ""instrumentalness"": 0, ""liveness"": 0.13, ""valence"": 0.275, ""tempo"": 142.14, ""type"": ""audio_features"", ""id"": ""44uOreAESeRIBaxkuCW4wN"", ""uri"": ""spotify:track:44uOreAESeRIBaxkuCW4wN"", ""track_href"": ""https://api.spotify.com/v1/tracks/44uOreAESeRIBaxkuCW4wN"", ""analysis_url"": ""https://api.spotify.com/v1/audio-analysis/44uOreAESeRIBaxkuCW4wN"", ""duration_ms"": 211851, ""time_signature"": 4}",1668281740.893141
31,'Maybe I','Galdive',4Wi5YeExODRDiBlaIEGl7c,195176,36,['indonesian indie'],Your Top Songs 2020,"{""danceability"": 0.696, ""energy"": 0.489, ""key"": 3, ""loudness"": -5.2, ""mode"": 0, ""speechiness"": 0.204, ""acousticness"": 0.809, ""instrumentalness"": 0.0246, ""liveness"": 0.106, ""valence"": 0.589, ""tempo"": 169.977, ""type"": ""audio_features"", ""id"": ""4Wi5YeExODRDiBlaIEGl7c"", ""uri"": ""spotify:track:4Wi5YeExODRDiBlaIEGl7c"", ""track_href"": ""https://api.spotify.com/v1/tracks/4Wi5YeExODRDiBlaIEGl7c"", ""analysis_url"": ""https://api.spotify.com/v1/audio-analysis/4Wi5YeExODRDiBlaIEGl7c"", ""duration_ms"": 195176, ""time_signature"": 4}",1668281740.361348
30,'Thrift Shop (feat. Wanz)','Macklemore & Ryan Lewis',3AYcyxEACnmE6d96RPubID,235613,1,"['dance pop', 'pop', 'pop rap', 'seattle hip hop']",Your Top Songs 2020,"{""danceability"": 0.781, ""energy"": 0.526, ""key"": 6, ""loudness"": -6.985, ""mode"": 0, ""speechiness"": 0.293, ""acousticness"": 0.0619, ""instrumentalness"": 0, ""liveness"": 0.0457, ""valence"": 0.662, ""tempo"": 94.992, ""type"": ""audio_features"", ""id"": ""3AYcyxEACnmE6d96RPubID"", ""uri"": ""spotify:track:3AYcyxEACnmE6d96RPubID"", ""track_href"": ""https://api.spotify.com/v1/tracks/3AYcyxEACnmE6d96RPubID"", ""analysis_url"": ""https://api.spotify.com/v1/audio-analysis/3AYcyxEACnmE6d96RPubID"", ""duration_ms"": 235613, ""time_signature"": 4}",1668281739.830922
29,'All Night - Cash Cash Remix; Radio Edit','Icona Pop',5Uo7AAr2d1CNZlaKgVUT3i,206250,41,"['candy pop', 'dance pop', 'edm', 'electropop', 'metropopolis', 'pop', 'swedish electropop', 'swedish synthpop']",Your Top Songs 2020,"{""danceability"": 0.591, ""energy"": 0.864, ""key"": 4, ""loudness"": -2.04, ""mode"": 1, ""speechiness"": 0.155, ""acousticness"": 0.0386, ""instrumentalness"": 0, ""liveness"": 0.139, ""valence"": 0.302, ""tempo"": 128.073, ""type"": ""audio_features"", ""id"": ""5Uo7AAr2d1CNZlaKgVUT3i"", ""uri"": ""spotify:track:5Uo7AAr2d1CNZlaKgVUT3i"", ""track_href"": ""https://api.spotify.com/v1/tracks/5Uo7AAr2d1CNZlaKgVUT3i"", ""analysis_url"": ""https://api.spotify.com/v1/audio-analysis/5Uo7AAr2d1CNZlaKgVUT3i"", ""duration_ms"": 206250, ""time_signature"": 4}",1668281739.309259
28,'Close To The Sun','TheFatRat',7CQjnYsGLdtcrsp95oBpCv,192239,59,['speedrun'],Your Top Songs 2020,"{""danceability"": 0.659, ""energy"": 0.884, ""key"": 1, ""loudness"": -4.051, ""mode"": 0, ""speechiness"": 0.0423, ""acousticness"": 0.366, ""instrumentalness"": 3.34e-05, ""liveness"": 0.12, ""valence"": 0.355, ""tempo"": 88.958, ""type"": ""audio_features"", ""id"": ""7CQjnYsGLdtcrsp95oBpCv"", ""uri"": ""spotify:track:7CQjnYsGLdtcrsp95oBpCv"", ""track_href"": ""https://api.spotify.com/v1/tracks/7CQjnYsGLdtcrsp95oBpCv"", ""analysis_url"": ""https://api.spotify.com/v1/audio-analysis/7CQjnYsGLdtcrsp95oBpCv"", ""duration_ms"": 192239, ""time_signature"": 4}",1668281738.783679
27,'Boom Boom Boom Boom','LIZOT',2mWsc7kD2lpFtMNndPEMOH,128524,54,"['big room', 'german dance', 'pop dance', 'slap house', 'tropical house']",Your Top Songs 2020,"{""danceability"": 0.832, ""energy"": 0.877, ""key"": 6, ""loudness"": -4.618, ""mode"": 0, ""speechiness"": 0.0564, ""acousticness"": 0.136, ""instrumentalness"": 0.000341, ""liveness"": 0.232, ""valence"": 0.679, ""tempo"": 124.005, ""type"": ""audio_features"", ""id"": ""2mWsc7kD2lpFtMNndPEMOH"", ""uri"": ""spotify:track:2mWsc7kD2lpFtMNndPEMOH"", ""track_href"": ""https://api.spotify.com/v1/tracks/2mWsc7kD2lpFtMNndPEMOH"", ""analysis_url"": ""https://api.spotify.com/v1/audio-analysis/2mWsc7kD2lpFtMNndPEMOH"", ""duration_ms"": 128525, ""time_signature"": 4}",1668281738.255975
26,'What Lovers Do - TikTok Remix','Eduardo Luzquiños',2JdXkygz14KxGIglVzKbj9,140812,0,['viral rap'],Your Top Songs 2020,"{""danceability"": 0.828, ""energy"": 0.526, ""key"": 10, ""loudness"": -10.557, ""mode"": 1, ""speechiness"": 0.0447, ""acousticness"": 0.606, ""instrumentalness"": 0.138, ""liveness"": 0.236, ""valence"": 0.885, ""tempo"": 120.047, ""type"": ""audio_features"", ""id"": ""2JdXkygz14KxGIglVzKbj9"", ""uri"": ""spotify:track:2JdXkygz14KxGIglVzKbj9"", ""track_href"": ""https://api.spotify.com/v1/tracks/2JdXkygz14KxGIglVzKbj9"", ""analysis_url"": ""https://api.spotify.com/v1/audio-analysis/2JdXkygz14KxGIglVzKbj9"", ""duration_ms"": 140813, ""time_signature"": 4}",1668281737.727063
25,"'Ob-La-Di, Ob-La-Da'",'Gabriela Bee',469X3kkOf23F9m30rgJHfY,181281,46,[],Your Top Songs 2020,"{""danceability"": 0.827, ""energy"": 0.796, ""key"": 0, ""loudness"": -4.729, ""mode"": 1, ""speechiness"": 0.0409, ""acousticness"": 0.519, ""instrumentalness"": 0, ""liveness"": 0.169, ""valence"": 0.911, ""tempo"": 115.012, ""type"": ""audio_features"", ""id"": ""469X3kkOf23F9m30rgJHfY"", ""uri"": ""spotify:track:469X3kkOf23F9m30rgJHfY"", ""track_href"": ""https://api.spotify.com/v1/tracks/469X3kkOf23F9m30rgJHfY"", ""analysis_url"": ""https://api.spotify.com/v1/audio-analysis/469X3kkOf23F9m30rgJHfY"", ""duration_ms"": 181281, ""time_signature"": 4}",1668281737.177196
24,'Alien','Dennis Lloyd',1Tqshmc0rnQPaIGJfRp2Da,138638,59,['israeli pop'],Your Top Songs 2020,"{""danceability"": 0.71, ""energy"": 0.768, ""key"": 0, ""loudness"": -4.772, ""mode"": 1, ""speechiness"": 0.0457, ""acousticness"": 0.00813, ""instrumentalness"": 3.66e-05, ""liveness"": 0.0791, ""valence"": 0.419, ""tempo"": 118.085, ""type"": ""audio_features"", ""id"": ""1Tqshmc0rnQPaIGJfRp2Da"", ""uri"": ""spotify:track:1Tqshmc0rnQPaIGJfRp2Da"", ""track_href"": ""https://api.spotify.com/v1/tracks/1Tqshmc0rnQPaIGJfRp2Da"", ""analysis_url"": ""https://api.spotify.com/v1/audio-analysis/1Tqshmc0rnQPaIGJfRp2Da"", ""duration_ms"": 138639, ""time_signature"": 4}",1668281736.647373
23,'Roses Imanbek Remix','Scarzz',596sGaXO25hbZ1jH0gu8VW,179569,0,[],Your Top Songs 2020,"{""danceability"": 0.72, ""energy"": 0.598, ""key"": 5, ""loudness"": -9.459, ""mode"": 0, ""speechiness"": 0.0582, ""acousticness"": 0.104, ""instrumentalness"": 0.548, ""liveness"": 0.278, ""valence"": 0.834, ""tempo"": 122.082, ""type"": ""audio_features"", ""id"": ""596sGaXO25hbZ1jH0gu8VW"", ""uri"": ""spotify:track:596sGaXO25hbZ1jH0gu8VW"", ""track_href"": ""https://api.spotify.com/v1/tracks/596sGaXO25hbZ1jH0gu8VW"", ""analysis_url"": ""https://api.spotify.com/v1/audio-analysis/596sGaXO25hbZ1jH0gu8VW"", ""duration_ms"": 179570, ""time_signature"": 4}",1668281736.11234
22,'Lovesick Girls','BLACKPINK',0u5FYJWJLcLzSN9S1Wb2ag,192765,0,"['k-pop', 'k-pop girl group']",Your Top Songs 2020,"{""danceability"": 0.658, ""energy"": 0.732, ""key"": 6, ""loudness"": -4.762, ""mode"": 1, ""speechiness"": 0.0654, ""acousticness"": 0.00513, ""instrumentalness"": 0, ""liveness"": 0.13, ""valence"": 0.409, ""tempo"": 127.995, ""type"": ""audio_features"", ""id"": ""0u5FYJWJLcLzSN9S1Wb2ag"", ""uri"": ""spotify:track:0u5FYJWJLcLzSN9S1Wb2ag"", ""track_href"": ""https://api.spotify.com/v1/tracks/0u5FYJWJLcLzSN9S1Wb2ag"", ""analysis_url"": ""https://api.spotify.com/v1/audio-analysis/0u5FYJWJLcLzSN9S1Wb2ag"", ""duration_ms"": 192765, ""time_signature"": 4}",1668281735.59456
21,'Sold Out','Hawk Nelson',0Ea0hLCa4WCNp5SwPZr8XP,213100,0,"['canadian ccm', 'ccm', 'christian alternative rock', 'christian music', 'christian punk', 'christian rock', 'worship']",Your Top Songs 2020,"{""danceability"": 0.631, ""energy"": 0.953, ""key"": 4, ""loudness"": -2.479, ""mode"": 0, ""speechiness"": 0.0606, ""acousticness"": 0.129, ""instrumentalness"": 0, ""liveness"": 0.414, ""valence"": 0.787, ""tempo"": 120.058, ""type"": ""audio_features"", ""id"": ""0Ea0hLCa4WCNp5SwPZr8XP"", ""uri"": ""spotify:track:0Ea0hLCa4WCNp5SwPZr8XP"", ""track_href"": ""https://api.spotify.com/v1/tracks/0Ea0hLCa4WCNp5SwPZr8XP"", ""analysis_url"": ""https://api.spotify.com/v1/audio-analysis/0Ea0hLCa4WCNp5SwPZr8XP"", ""duration_ms"": 213100, ""time_signature"": 4}",1668281735.074615
20,'Can Can','Jacques Offenbach',1ntwYN2nT0Dl3c8lne15ii,131599,55,"['classical', 'french opera', 'french romanticism', 'german romanticism', 'late romantic era', 'operetta']",Your Top Songs 2020,"{""danceability"": 0.429, ""energy"": 0.535, ""key"": 3, ""loudness"": -11.043, ""mode"": 1, ""speechiness"": 0.0379, ""acousticness"": 0.815, ""instrumentalness"": 0.93, ""liveness"": 0.0759, ""valence"": 0.926, ""tempo"": 81.182, ""type"": ""audio_features"", ""id"": ""1ntwYN2nT0Dl3c8lne15ii"", ""uri"": ""spotify:track:1ntwYN2nT0Dl3c8lne15ii"", ""track_href"": ""https://api.spotify.com/v1/tracks/1ntwYN2nT0Dl3c8lne15ii"", ""analysis_url"": ""https://api.spotify.com/v1/audio-analysis/1ntwYN2nT0Dl3c8lne15ii"", ""duration_ms"": 131599, ""time_signature"": 4}",1668281734.53912
19,'Wicked Wonderland','Tungevaag',4CnbiWjq0i7YPhKNnmt10T,217270,56,"['big room', 'dance pop', 'edm', 'electro house', 'nordic house', 'pop dance', 'tropical house']",Your Top Songs 2020,"{""danceability"": 0.699, ""energy"": 0.812, ""key"": 6, ""loudness"": -5.772, ""mode"": 0, ""speechiness"": 0.135, ""acousticness"": 0.00461, ""instrumentalness"": 0.0161, ""liveness"": 0.397, ""valence"": 0.749, ""tempo"": 127.916, ""type"": ""audio_features"", ""id"": ""4CnbiWjq0i7YPhKNnmt10T"", ""uri"": ""spotify:track:4CnbiWjq0i7YPhKNnmt10T"", ""track_href"": ""https://api.spotify.com/v1/tracks/4CnbiWjq0i7YPhKNnmt10T"", ""analysis_url"": ""https://api.spotify.com/v1/audio-analysis/4CnbiWjq0i7YPhKNnmt10T"", ""duration_ms"": 217270, ""time_signature"": 4}",1668281734.011404
18,'If You Went Away','Daniel Wilson',1gglGtRcmTeShWMDAyZy5o,224315,20,[],Your Top Songs 2020,"{""danceability"": 0.589, ""energy"": 0.444, ""key"": 1, ""loudness"": -8.416, ""mode"": 1, ""speechiness"": 0.0282, ""acousticness"": 0.751, ""instrumentalness"": 0.013, ""liveness"": 0.106, ""valence"": 0.319, ""tempo"": 112.944, ""type"": ""audio_features"", ""id"": ""1gglGtRcmTeShWMDAyZy5o"", ""uri"": ""spotify:track:1gglGtRcmTeShWMDAyZy5o"", ""track_href"": ""https://api.spotify.com/v1/tracks/1gglGtRcmTeShWMDAyZy5o"", ""analysis_url"": ""https://api.spotify.com/v1/audio-analysis/1gglGtRcmTeShWMDAyZy5o"", ""duration_ms"": 224315, ""time_signature"": 4}",1668281733.483895
17,'Cradles','Sub Urban',18A7ha5BitZjmdHTCwXFbU,209829,15,"['modern indie pop', 'viral rap']",Your Top Songs 2020,"{""danceability"": 0.581, ""energy"": 0.585, ""key"": 1, ""loudness"": -1.87, ""mode"": 1, ""speechiness"": 0.369, ""acousticness"": 0.27, ""instrumentalness"": 6.48e-05, ""liveness"": 0.179, ""valence"": 0.63, ""tempo"": 67.443, ""type"": ""audio_features"", ""id"": ""18A7ha5BitZjmdHTCwXFbU"", ""uri"": ""spotify:track:18A7ha5BitZjmdHTCwXFbU"", ""track_href"": ""https://api.spotify.com/v1/tracks/18A7ha5BitZjmdHTCwXFbU"", ""analysis_url"": ""https://api.spotify.com/v1/audio-analysis/18A7ha5BitZjmdHTCwXFbU"", ""duration_ms"": 209829, ""time_signature"": 3}",1668281732.961414
16,'Mad at Disney','salem ilese',7aGyRfJWtLqgJaZoG9lJhE,136838,71,['modern indie pop'],Your Top Songs 2020,"{""danceability"": 0.738, ""energy"": 0.621, ""key"": 0, ""loudness"": -7.313, ""mode"": 1, ""speechiness"": 0.0486, ""acousticness"": 0.424, ""instrumentalness"": 7.39e-06, ""liveness"": 0.692, ""valence"": 0.715, ""tempo"": 113.968, ""type"": ""audio_features"", ""id"": ""7aGyRfJWtLqgJaZoG9lJhE"", ""uri"": ""spotify:track:7aGyRfJWtLqgJaZoG9lJhE"", ""track_href"": ""https://api.spotify.com/v1/tracks/7aGyRfJWtLqgJaZoG9lJhE"", ""analysis_url"": ""https://api.spotify.com/v1/audio-analysis/7aGyRfJWtLqgJaZoG9lJhE"", ""duration_ms"": 136839, ""time_signature"": 4}",1668281732.435289
15,'Ice Cream (with Selena Gomez)','BLACKPINK',60jpDubMmVyR5molJp2TCm,175813,0,"['k-pop', 'k-pop girl group']",Your Top Songs 2020,"{""danceability"": 0.791, ""energy"": 0.733, ""key"": 9, ""loudness"": -3.852, ""mode"": 1, ""speechiness"": 0.35, ""acousticness"": 0.0305, ""instrumentalness"": 0.000169, ""liveness"": 0.0423, ""valence"": 0.913, ""tempo"": 159.974, ""type"": ""audio_features"", ""id"": ""60jpDubMmVyR5molJp2TCm"", ""uri"": ""spotify:track:60jpDubMmVyR5molJp2TCm"", ""track_href"": ""https://api.spotify.com/v1/tracks/60jpDubMmVyR5molJp2TCm"", ""analysis_url"": ""https://api.spotify.com/v1/audio-analysis/60jpDubMmVyR5molJp2TCm"", ""duration_ms"": 175813, ""time_signature"": 4}",1668281731.919152
14,'Before You Go','Lewis Capaldi',7ce20yLkzuXXLUhzIDoZih,215106,73,"['pop', 'uk pop']",Your Top Songs 2020,"{""danceability"": 0.459, ""energy"": 0.575, ""key"": 3, ""loudness"": -4.858, ""mode"": 1, ""speechiness"": 0.0573, ""acousticness"": 0.604, ""instrumentalness"": 0, ""liveness"": 0.0885, ""valence"": 0.183, ""tempo"": 111.881, ""type"": ""audio_features"", ""id"": ""7ce20yLkzuXXLUhzIDoZih"", ""uri"": ""spotify:track:7ce20yLkzuXXLUhzIDoZih"", ""track_href"": ""https://api.spotify.com/v1/tracks/7ce20yLkzuXXLUhzIDoZih"", ""analysis_url"": ""https://api.spotify.com/v1/audio-analysis/7ce20yLkzuXXLUhzIDoZih"", ""duration_ms"": 215107, ""time_signature"": 4}",1668281731.391728
13,'Chuyện Rằng','Thịnh Suy',3VOeGtJwJh2jslvQAFaaEn,272152,0,"['v-pop', 'vietnamese singer-songwriter']",Your Top Songs 2020,"{""danceability"": 0.811, ""energy"": 0.276, ""key"": 7, ""loudness"": -14.892, ""mode"": 1, ""speechiness"": 0.042, ""acousticness"": 0.785, ""instrumentalness"": 2.83e-06, ""liveness"": 0.128, ""valence"": 0.704, ""tempo"": 95.021, ""type"": ""audio_features"", ""id"": ""3VOeGtJwJh2jslvQAFaaEn"", ""uri"": ""spotify:track:3VOeGtJwJh2jslvQAFaaEn"", ""track_href"": ""https://api.spotify.com/v1/tracks/3VOeGtJwJh2jslvQAFaaEn"", ""analysis_url"": ""https://api.spotify.com/v1/audio-analysis/3VOeGtJwJh2jslvQAFaaEn"", ""duration_ms"": 272152, ""time_signature"": 4}",1668281730.78634
12,'Leap Of Faith','Christopher',571B8LxRZwmG1S1YNfGq4Q,217713,52,['danish pop'],Your Top Songs 2020,"{""danceability"": 0.677, ""energy"": 0.631, ""key"": 11, ""loudness"": -6.729, ""mode"": 0, ""speechiness"": 0.0429, ""acousticness"": 0.101, ""instrumentalness"": 0, ""liveness"": 0.132, ""valence"": 0.368, ""tempo"": 126.88, ""type"": ""audio_features"", ""id"": ""571B8LxRZwmG1S1YNfGq4Q"", ""uri"": ""spotify:track:571B8LxRZwmG1S1YNfGq4Q"", ""track_href"": ""https://api.spotify.com/v1/tracks/571B8LxRZwmG1S1YNfGq4Q"", ""analysis_url"": ""https://api.spotify.com/v1/audio-analysis/571B8LxRZwmG1S1YNfGq4Q"", ""duration_ms"": 217714, ""time_signature"": 4}",1668281730.257865
11,'The Boat Beat','Ricky Desktop',06agGBuAaolKYrIwPyvSVU,66885,49,['viral rap'],Your Top Songs 2020,"{""danceability"": 0.812, ""energy"": 0.269, ""key"": 3, ""loudness"": -10.649, ""mode"": 1, ""speechiness"": 0.0532, ""acousticness"": 0.684, ""instrumentalness"": 0.845, ""liveness"": 0.355, ""valence"": 0.586, ""tempo"": 122.03, ""type"": ""audio_features"", ""id"": ""06agGBuAaolKYrIwPyvSVU"", ""uri"": ""spotify:track:06agGBuAaolKYrIwPyvSVU"", ""track_href"": ""https://api.spotify.com/v1/tracks/06agGBuAaolKYrIwPyvSVU"", ""analysis_url"": ""https://api.spotify.com/v1/audio-analysis/06agGBuAaolKYrIwPyvSVU"", ""duration_ms"": 66885, ""time_signature"": 4}",1668281729.733381
10,'Salt','Ava Max',7vgv8KZBSo0TPzyIWG9yzV,180283,1,"['dance pop', 'pop']",Your Top Songs 2020,"{""danceability"": 0.693, ""energy"": 0.835, ""key"": 6, ""loudness"": -3.242, ""mode"": 1, ""speechiness"": 0.0623, ""acousticness"": 0.131, ""instrumentalness"": 0, ""liveness"": 0.073, ""valence"": 0.743, ""tempo"": 128.057, ""type"": ""audio_features"", ""id"": ""7vgv8KZBSo0TPzyIWG9yzV"", ""uri"": ""spotify:track:7vgv8KZBSo0TPzyIWG9yzV"", ""track_href"": ""https://api.spotify.com/v1/tracks/7vgv8KZBSo0TPzyIWG9yzV"", ""analysis_url"": ""https://api.spotify.com/v1/audio-analysis/7vgv8KZBSo0TPzyIWG9yzV"", ""duration_ms"": 180283, ""time_signature"": 4}",1668281729.190706
9,'Take Me Home (feat. Bebe Rexha) - Acoustic','Cash Cash',4s8kxu7ipl6uAFyncBX4RR,184815,0,"['dance pop', 'edm', 'electro house', 'electropop', 'electropowerpop', 'pop', 'pop dance', 'pop edm', 'tropical house']",Your Top Songs 2020,"{""danceability"": 0.452, ""energy"": 0.631, ""key"": 7, ""loudness"": -4.231, ""mode"": 1, ""speechiness"": 0.0343, ""acousticness"": 0.334, ""instrumentalness"": 0, ""liveness"": 0.111, ""valence"": 0.34, ""tempo"": 125.042, ""type"": ""audio_features"", ""id"": ""4s8kxu7ipl6uAFyncBX4RR"", ""uri"": ""spotify:track:4s8kxu7ipl6uAFyncBX4RR"", ""track_href"": ""https://api.spotify.com/v1/tracks/4s8kxu7ipl6uAFyncBX4RR"", ""analysis_url"": ""https://api.spotify.com/v1/audio-analysis/4s8kxu7ipl6uAFyncBX4RR"", ""duration_ms"": 184816, ""time_signature"": 4}",1668281728.665886
